LocusID	Probes	Family	Differentially expressed in	Tos17 Flanking tag in genomic region	Tos17 Flanking tag in 2Kb upstream region	7-d-seedlg-salt_GSE6901;7-d-old seedling (Indica)	CSR27-10-d-seedlg-salt_GSE16108;Seedling 10-d after germination (CSR27)	FL478-rt-salt_GSE13735;Roots (FL478)	FL478-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (FL478)	IR29-rt-salt_GSE13735;Roots (IR29)	IR29-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (IR29)	IR63731-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (IR63731)	MI48-10-d-seedlg-salt_GSE16108;Seedling 10-d after germination (MI48)	Pok-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (Pokkali)	7-d-seedlg-drought_GSE6901;7-d-old seedling (Indica)	Azu-lf-83-d-plant-drought_GSE24048;Leaf in 83-d-old plant (Azucena)	Bal-lf-83-d-plant-drought_GSE24048;Leaf in 83-d-old plant (Bala)	lf-boot-stg-drought_GSE26280;Leaves at booting stage (IR64)	lf-pan-elongn-stg-drought_GSE26280;Leaves at panicle elongation stage (IR64)	lf-tiller-stg-drought_GSE26280;Leaves at tillering stage (IR64)	rt-pan-elongn-stg-drought_GSE26280;Roots at panicle elongation stage (IR64)	rt-tiller-stg-drought_GSE26280;Roots at tillering stage (IR64)	young-pan-boot-stg-drought_GSE26280;Young panicle at booting stage (IR64)
LOC_Os09g19940	Os.49315.1.S1_at	C3H	Salinity;Drought	--	--	-1.4537766	-1.8331664	1.5506223	1.5506223	1.1018878	1.1018878	1.1245440	-3.5478907	-1.0268885	1.6955646	1.0440953	1.4682112	2.1969585	-1.3015337	2.8213716	1.3326756	1.9313842	1.3455795
LOC_Os03g33012	Os.2353.1.S1_at	WRKY	Drought	FT890378	--	-1.0232080	1.8586534	1.0939850	1.0939850	1.2708806	1.2708806	-1.1091417	-1.0097374	1.2220557	-1.1212713	1.1965022	1.3475157	1.3044742	-1.8707448	2.0782602	1.4959635	1.7205852	2.2876496
LOC_Os05g23910	Os.24936.1.A1_at	CCAAT	Salinity	--	--	-1.0933385	1.3852118	1.0426004	1.0426004	1.0167999	1.0167999	-1.0286455	-2.1057315	-1.0325931	1.0875126	-1.0369294	-1.0158107	-1.2442310	1.1104612	-1.3123631	1.0827221	1.0439166	1.0024394
LOC_Os12g34510	Os.4755.1.S1_at	CCAAT	Salinity;Drought	--	--	-4.0942320	-3.1041765	1.1401962	1.1401962	1.0836166	1.0836166	-1.1882898	-17.0993560	-1.1362526	4.7113910	1.6704592	6.1975794	1.7905426	2.3109264	1.8654448	-3.4916594	-2.9519494	-1.1463406
LOC_Os01g63380	OsAffx.11737.2.S1_at	FAR1	--	--	--	-1.1030183	-1.0481904	1.0454706	1.0454706	1.0438287	1.0438287	-1.0065709	-1.1840748	-1.0401285	1.0597228	-1.0979193	1.0275910	-1.0048801	1.0936275	-1.0710088	1.0931898	1.0600407	1.6198119
LOC_Os01g57110	Os.17162.2.S1_x_at	SNF2	Drought	--	--	1.2056057	-1.4737050	-1.4933736	-1.4933736	-1.4311006	-1.4311006	-1.2767512	1.2209893	-1.2607079	-1.3732892	-1.1925611	-1.3071488	1.5723035	2.2482824	1.5583700	-1.1904479	-1.4669199	1.0559313
LOC_Os05g46330	Os.11178.1.S1_at	MYB-related	--	FT916076;AG213009	--	-1.0738959	1.5163746	1.1710465	1.1710465	1.0457509	1.0457509	-1.0606762	1.7394540	1.1803850	1.1481978	1.3684137	1.4644755	1.4901937	1.8045162	1.2678127	1.3065898	1.1928549	1.0412756
LOC_Os05g25700	OsAffx.4429.1.S1_at	WRKY	--	--	--	-1.0115919	-1.0727687	1.0023994	1.0023994	-1.0028696	-1.0028696	-1.0018109	-1.0814568	-1.0046998	-1.1127114	-1.0031320	-1.0294021	-1.0169814	1.0056467	-1.0023518	1.0155205	1.0054077	1.0009146
LOC_Os01g14010	Os.55091.1.S1_at	C2H2	Drought	--	--	1.0723671	-1.1613724	1.1348987	1.1348987	-1.1982110	-1.1982110	-1.0898548	-1.1386554	1.2435213	-1.0663569	-1.0888932	-1.2078768	-1.1510490	-1.0932037	-1.1361274	-2.3490343	-1.1970700	-1.1556313
LOC_Os08g25799	Os.15464.1.S1_at	G2-like	Drought	--	--	-1.5890690	-1.1328455	-1.0281403	-1.0281403	1.0392225	1.0392225	-1.0614724	1.1544485	1.0411078	2.4206712	-1.0255592	-1.5781065	1.3549641	-3.0733628	1.3154726	-1.2315456	-1.4681861	1.3672539
LOC_Os02g36360	Os.5755.1.S1_at	C2H2	Salinity;Drought	--	--	2.5844000	1.6205457	-1.1395308	-1.1395308	1.0729909	1.0729909	1.1083279	2.2075288	-1.0105681	-3.0884807	1.6695817	2.1775901	2.4801280	8.7636900	1.3172603	3.2374082	1.4601645	1.2018968
LOC_Os06g48290	OsAffx.15983.1.S1_at	HB	--	--	--	-1.0125129	1.0377537	-1.0016353	-1.0016353	-1.0017405	-1.0017405	-1.0032505	-1.0521992	-1.0029720	1.0096980	-1.7337718	-1.6813475	-1.0178547	-1.0044929	1.0695219	-1.0620763	1.0034149	-1.0006262
LOC_Os11g05614	Os.54623.1.S2_at	NAC	Drought	--	--	1.0097066	1.0394996	-1.0019209	-1.0019209	1.0031958	1.0031958	-1.0021574	-1.2913918	-1.1595641	-1.0123522	-3.3359873	-1.0692376	-1.0132548	1.0265640	-1.0400437	-1.1752418	-1.0607891	-1.0313517
LOC_Os11g25610	Os.57095.1.S1_at	C2H2	--	--	--	-1.0211244	1.0939680	-1.0013736	-1.0013736	-1.0022655	-1.0022655	-1.0054698	-1.1369677	-1.0044928	1.0183629	-1.0017883	-1.0061407	-1.0162878	-1.0036225	-1.0112208	1.0125631	1.0060201	-1.0004385
LOC_Os05g14180	Os.11876.1.S1_s_at	AUX/IAA	Salinity;Drought	--	--	-1.1343942	-1.1298403	1.1211740	1.1211740	1.2389278	1.2389278	1.1034979	-2.4900358	1.1857690	1.1636859	-1.1199725	-1.2298965	1.0448602	-9.8531160	-1.5069869	-1.5142418	-1.4782811	-1.1183205
LOC_Os08g37580	Os.28034.1.S1_at	HB	Drought	--	--	1.2361771	-1.3925694	1.2118895	1.2118895	-1.3718503	-1.3718503	1.1154778	1.4523292	1.2003862	2.3758607	1.5359716	2.0572900	2.4695034	-1.7619295	3.1036959	-1.7824094	-1.3026351	-3.0346272
LOC_Os02g57270	Os.2449.1.S1_s_at	MYB-related	Salinity	--	FT926171;FT925957;FT886659;AG210634;AG210258	1.0260670	-1.4918969	-1.0845853	-1.0845853	-1.1803973	-1.1803973	1.1646175	2.8668163	1.2192357	-1.0302265	-1.2457402	-1.0598459	1.2182449	-1.8910297	-1.1180273	1.0952272	1.1798581	1.2147168
LOC_Os06g45410	Os.50003.1.S1_at	G2-like	Drought	--	--	1.7681018	-1.3811854	-1.0529310	-1.0529310	-1.0679735	-1.0679735	1.1674938	1.0880685	-1.1443363	-3.9867659	-1.1246303	-1.0314803	1.2589091	4.5100340	1.1979494	1.5496198	-1.0010322	-1.0186149
LOC_Os08g43160	Os.189.1.S1_at	TCP	Salinity;Drought	--	--	-1.7038941	1.0332968	-1.1016575	-1.1016575	1.0679848	1.0679848	1.0535232	3.5041184	-1.1418334	-1.0241228	-1.2089794	-1.5630774	-1.1872478	-49.0242200	-1.6139394	-4.8714366	-1.3070507	-4.2836580
LOC_Os03g03100	Os.49760.1.S1_at	MADS	--	--	--	-1.0116079	1.0250251	1.0044870	1.0044870	1.0656065	1.0656065	-1.0217187	-1.2803345	-1.0522425	-1.0536481	-1.0881510	1.0142210	-1.2136740	-1.0144343	-1.0018624	1.0112306	1.0764621	1.0107998
LOC_Os12g07610	OsAffx.19535.1.S1_at	MYB	--	FT911298;AG208643	--	1.0027027	1.1751152	1.0039839	1.0039839	-1.0039804	-1.0039804	-1.0155772	-1.2064639	-1.0062568	1.0171590	-1.0051562	-1.0054727	-1.0601473	-1.0059495	-1.0391557	1.0199957	1.0092546	1.0066473
LOC_Os02g19880	OsAffx.12123.1.S1_at	Rcd1-like	--	--	--	-1.0150874	1.0822022	1.0006449	1.0006449	1.0037175	1.0037175	-1.0106204	-1.1048420	1.0090083	1.0152965	-1.0070955	-1.0075392	-1.0414424	-1.0134901	1.0502154	1.0166891	-1.0060536	-1.0050259
LOC_Os02g53360	OsAffx.24849.1.S1_at	Orphans	--	--	--	-1.0697801	1.0952269	1.2139268	1.2139268	1.1334635	1.1334635	-1.0280359	1.0141541	1.0843498	1.1668116	1.0695305	1.0187396	-1.2373892	1.0180334	-1.1211656	-1.1627810	-1.0328932	-1.8655605
LOC_Os02g34630	Os.14985.1.S1_at	MYB-related	Salinity	--	--	1.0218676	-3.0853746	1.0094029	1.0094029	1.0368726	1.0368726	-1.0081941	2.6654860	1.0769304	1.2286010	1.7985449	1.4268153	1.1607616	1.7011024	1.2024733	-1.0076742	-1.3967690	-1.4191625
LOC_Os04g02730	Os.7618.1.S1_at	C3H	Salinity	--	--	-2.0466545	-2.8676305	1.0608732	1.0608732	1.1715192	1.1715192	1.1508995	-1.2462937	1.1203679	1.6910424	-1.6788450	-1.0039136	1.1517190	-1.2526280	1.3973004	-1.1670532	1.7299365	-1.1419566
LOC_Os01g09100	Os.29979.1.S1_at	WRKY	Salinity;Drought	--	--	8.2303890	1.0874615	-2.4584560	-2.4584560	1.8006519	1.8006519	4.0470295	4.0310630	-1.6025969	-3.7881985	1.9531398	-1.8345867	-1.1078618	11.5873850	2.6555932	4.8598740	2.6390932	3.5948725
LOC_Os05g43920	Os.50772.1.S1_at	ARF	Drought	--	--	1.3482584	-1.3840628	1.6747849	1.6747849	1.1843857	1.1843857	1.0936346	-1.0018827	1.3208774	-1.8389014	4.5691204	4.3306800	1.3984948	1.8565123	1.5347228	1.3217171	2.0848744	1.1103182
LOC_Os10g40390	Os.46878.2.S1_x_at	GRAS	--	--	--	1.0993484	1.0052222	-1.2054911	-1.2054911	1.1590480	1.1590480	-1.0464752	1.0046777	1.0928929	1.0233369	-1.0129659	-1.0242434	-1.0180094	1.0197438	-1.4157032	-1.0283270	-1.0603341	-1.4373376
LOC_Os07g41720	Os.13736.1.S1_at	CCAAT	Salinity;Drought	--	--	1.7200017	1.0417619	1.4755139	1.4755139	2.4159372	2.4159372	1.4779619	4.1351110	1.4771376	-2.4100180	-1.2696115	-1.0470430	4.1151580	1.7613606	1.7743086	-1.6656773	-1.7661785	1.3389232
LOC_Os05g43380	Os.23126.1.S1_at	CPP	Drought	--	--	1.1501383	-1.6688697	1.1627287	1.1627287	1.1843879	1.1843879	1.0235305	1.3607686	1.0398759	-1.5140758	1.5210272	1.6793060	1.4220052	2.6738305	2.2930130	1.6087046	1.6767229	1.1375282
LOC_Os01g08180	OsAffx.23159.1.S1_at	BES1	--	--	--	-1.0209550	1.0645791	-1.0014234	-1.0014234	-1.0037013	-1.0037013	-1.0037295	-1.1244190	-1.0033934	1.0121447	-1.0041728	-1.0032233	-1.0136180	-1.0184585	-1.0142847	1.0391309	1.0101513	1.0029666
LOC_Os02g35660	OsAffx.12363.1.S1_at	bHLH	Salinity	--	--	-1.1999704	1.4891050	1.1035370	1.1035370	-1.0841390	-1.0841390	-1.1237689	-2.2948377	-1.1122795	1.1677477	-1.0675691	1.0132548	-1.0768910	-1.2231190	-1.2988330	-1.3510282	1.7791213	1.0774127
LOC_Os09g16870	OsAffx.29878.1.S1_at	TRAF	--	--	--	-1.0165471	1.0391083	-1.0011148	-1.0011148	-1.0019466	-1.0019466	-1.0017018	-1.0532142	-1.0051353	-1.0095740	1.0043150	1.0207005	-1.0096415	-1.0205554	-1.0422257	1.1571676	1.0268525	1.0071346
LOC_Os01g15640	Os.4387.1.S1_at	NAC	Salinity;Drought	FT901148	--	2.4093812	2.2438972	-1.3449897	-1.3449897	1.0982201	1.0982201	1.1190714	2.1301835	-1.0716004	-2.4830200	-1.4555784	-1.5632399	1.8864766	2.5410410	1.4221395	1.0049269	-1.1391174	1.4172195
LOC_Os10g28970	Os.27238.1.S1_at	TRAF	Drought	--	--	-1.2491100	1.0129377	1.0131506	1.0131506	1.1947626	1.1947626	1.1667371	1.0067770	1.0382159	2.9503496	2.5766168	-1.2038707	-1.0400876	-1.6780089	2.9392436	1.0498380	2.2435153	1.0272694
LOC_Os02g51670	Os.28117.1.S1_at	AP2-EREBP	Drought	--	--	-1.0664263	1.2163404	-1.2369405	-1.2369405	-1.0184748	-1.0184748	-1.1682526	1.1962482	1.0696723	-1.1910659	-1.6475704	-2.5794446	-1.1121829	-1.1809818	-1.3436863	-1.5505767	-1.0679487	1.6177914
LOC_Os03g13790	Os.14693.1.S2_at	MYB-related	--	--	--	-1.4684834	1.2312487	-1.0674845	-1.0674845	-1.0794448	-1.0794448	-1.1398014	1.8944689	1.0816208	1.6194382	1.0661480	-1.1975456	-1.0599065	-1.1851412	-1.0699787	-1.0358161	1.0618839	1.4730095
LOC_Os06g12040	Os.27584.1.S1_at	mTERF	Salinity;Drought	--	--	-1.2817822	-3.7119960	-1.0108287	-1.0108287	1.6215439	1.6215439	1.6819369	-4.2762790	1.2940148	1.7327099	1.0286156	-1.0640402	-3.9374065	-1.5250169	1.2922470	-1.3723708	-1.6400470	1.1051738
LOC_Os03g09100	Os.13903.1.S1_at	CAMTA	Drought	--	--	1.1686864	1.0301540	-1.0169045	-1.0169045	1.0237910	1.0237910	-1.0765164	1.4757346	1.1983063	-1.1065248	-1.5423528	-1.4873958	2.4965140	2.0569367	2.0562670	1.0481354	1.6900885	2.1542900
LOC_Os04g49150	Os.2352.1.S1_a_at	MADS	Drought	--	--	-1.0576878	1.0038414	-1.0008445	-1.0008445	-1.0033321	-1.0033321	1.0283215	-1.0668385	1.0628515	1.0252056	-1.0022146	1.1553420	-1.0136910	-1.0096581	1.0005847	1.0673499	-2.8681066	1.0561125
LOC_Os05g25960	OsAffx.27019.2.S1_at	NAC	--	--	FT892526;CU323741;CU315996	-1.0225371	1.0327091	1.0029230	1.0029230	1.0002093	1.0002093	-1.0298905	-1.0444863	-1.0061450	1.0147012	-1.0132080	1.0717785	-1.0085466	-1.0058596	-1.0630019	1.0098416	1.0498457	-1.0017866
LOC_Os09g34880	Os.5537.1.S1_s_at	bZIP	--	--	--	-1.0244640	1.7088853	1.0070248	1.0070248	1.0022143	1.0022143	-1.0098630	-1.2709541	-1.0133953	1.0175755	-1.0211616	-1.0417385	-1.0944864	-1.0548505	-1.1045626	1.0623213	-1.0018010	-1.0187047
LOC_Os01g60600	OsAffx.9584.1.S1_at	WRKY	Salinity;Drought	--	--	-1.1149480	1.2165160	1.0412269	1.0412269	2.0407116	2.0407116	2.5631855	1.5445735	-1.6762568	-4.0813600	1.1136733	-1.0082554	1.0307040	-1.9258045	-1.0115128	-2.0077894	-1.0997128	-1.0721697
LOC_Os09g36250	Os.21636.2.S1_a_at	MYB	Salinity;Drought	FT889118;FT887296;AB155410	--	-1.7661204	-2.2091045	-1.0177023	-1.0177023	1.2139035	1.2139035	-1.0657045	4.4949303	1.1306520	4.8377647	-2.1426702	-3.5841694	1.5304161	-1.0982293	-9.8051290	-2.2640061	-3.1772513	1.9696448
LOC_Os04g48830	Os.49117.1.S1_at	OFP	Drought	--	--	1.4796873	1.8567237	1.0014731	1.0014731	1.0392908	1.0392908	-1.0193400	1.9386653	-1.0068388	-5.6790338	-1.0143858	1.0122637	-1.3592058	-1.4136875	-1.2212363	-1.5388918	-1.1169987	-1.2238724
LOC_Os04g56640	Os.39284.1.S1_s_at	MED7	--	--	--	-1.1892543	-1.6297271	-1.0758946	-1.0758946	1.0293173	1.0293173	-1.0604398	1.2201592	1.2671750	1.0496383	1.1892537	1.1678025	1.5576104	1.9727873	1.4379202	-1.0146464	1.2490159	1.0322037
LOC_Os02g04490	Os.9571.1.S1_at	PHD	--	--	--	1.0317171	1.0805075	-1.0470562	-1.0470562	-1.1219295	-1.1219295	1.0780779	1.3145547	1.1160169	-1.1557286	-1.0342160	-1.2002939	1.2339631	1.1422924	-1.0045463	1.0383819	1.1921699	1.0809609
LOC_Os04g57010	Os.5810.1.S1_at	C3H	Drought	--	AB157259	-1.0244303	-1.5207420	1.1113684	1.1113684	1.1342170	1.1342170	1.0792350	1.2319508	1.2057469	-1.7790337	-1.4681969	-1.7291429	1.4834634	1.0515230	2.0128330	-1.2025240	1.5588031	3.2239478
LOC_Os01g19694	Os.4163.1.S1_at	HB	Salinity;Drought	--	--	-1.6529385	-1.5954325	-1.6714952	-1.6714952	1.3117406	1.3117406	1.0393149	5.2469020	-1.0283408	3.1780849	-1.0183932	-1.0027715	-1.0273823	-1.0122865	-1.0299299	1.5350522	2.5751967	-1.2684315
LOC_Os02g47770	OsAffx.24770.1.S1_x_at	zf-HD	--	--	--	-1.0103589	1.0238907	-1.0226351	-1.0226351	-1.0023749	-1.0023749	-1.0014555	-1.0352916	-1.0028700	1.0062722	-1.0035542	1.0003421	-1.0090626	-1.0044999	-1.0079001	1.0059432	1.0054904	1.0020845
LOC_Os09g12750	Os.6430.1.S1_at	G2-like	Drought	--	--	-1.6565033	-1.2959487	1.1523051	1.1523051	-1.1031467	-1.1031467	1.0103939	1.1804266	-1.0552584	2.8538125	1.2541689	1.0288732	-2.1564350	-3.0595746	-1.3568043	-1.1580217	-2.5132873	-1.5194062
LOC_Os02g45570	Os.47323.1.S1_at	GRF	Salinity	FT907994;FT907993;AG023880	--	-1.1333160	-1.0307583	1.0254066	1.0254066	1.0614697	1.0614697	1.0467691	2.9028046	1.4218955	1.2930714	-1.0090990	-1.0350988	-1.0036968	-1.0248585	1.0042199	-1.0282182	1.0069952	-1.0573881
LOC_Os08g05510	OsAffx.27508.78.S1_s_at	MYB-related	Salinity;Drought	--	--	1.5968682	1.9163092	1.2320102	1.2320102	-1.1229366	-1.1229366	-1.0096698	6.8373830	1.2791845	-2.2134213	1.9623942	-1.2647254	1.9943535	2.9022574	1.7113910	1.1494630	1.9488933	3.3528242
LOC_Os01g52680	Os.28015.1.S1_at	MADS	--	--	--	1.2305133	-1.0245463	1.0079173	1.0079173	1.0527788	1.0527788	-1.2169826	1.8107171	1.0057316	1.2396288	1.0071175	1.0006833	1.0045575	-1.0008881	-1.0324601	-1.0324489	-1.0009415	-1.0081652
LOC_Os01g09620	Os.49042.1.A1_s_at	C3H	Salinity;Drought	--	--	3.3963034	1.7207474	1.2389128	1.2389128	1.8188581	1.8188581	1.8660971	2.8307292	1.7968743	-4.1881300	3.6881905	5.4952210	1.4385781	-1.5662026	-1.2526505	1.9854062	1.2014550	2.2990906
LOC_Os08g36790	Os.4379.1.S1_at	bZIP	Salinity;Drought	--	--	3.3147733	2.2851715	1.1206765	1.1206765	1.1654756	1.1654756	-1.0172151	2.5067918	1.1093110	-5.7154830	2.7502282	1.8016136	4.6623550	4.8914833	2.5312068	2.2268630	3.1176810	2.4556210
LOC_Os03g09860	Os.18202.1.S1_at	GNAT	Salinity;Drought	--	--	-1.2518905	-2.2492144	-1.2391275	-1.2391275	-1.0918056	-1.0918056	-1.0632805	4.7800593	1.0497607	2.4909415	-1.4330211	-1.0179394	1.9671725	1.1033920	-1.0850425	-1.3674148	-1.1482749	-1.0510439
LOC_Os02g02050	Os.23574.1.S1_at	SNF2	Salinity;Drought	AG208817	--	2.7330380	-1.9945252	-1.0252227	-1.0252227	1.0179682	1.0179682	-1.1083700	2.7121742	1.4342184	-3.0298540	3.7501643	1.7962330	3.3572803	4.6275105	4.1320230	3.5529313	1.9120753	2.9484700
LOC_Os03g01870	Os.34712.1.S1_at	NAC	--	--	--	-1.0166795	1.3103726	1.0031031	1.0031031	-1.0027212	-1.0027212	-1.0072710	-1.1282266	-1.0020604	1.0154357	-1.0030059	-1.0000612	-1.0079461	-1.0031416	-1.0146149	1.0115724	1.0076050	-1.1395892
LOC_Os01g70230	OsAffx.9651.1.S1_at	Trihelix	--	--	--	-1.0148972	1.0316250	1.0050557	1.0050557	-1.0020261	-1.0020261	-1.0035638	-1.0147524	-1.0084381	1.0113230	-1.0061057	-1.0048883	-1.0271200	-1.0117979	-1.0244766	1.0104793	1.0092604	-1.0004947
LOC_Os02g54200	Os.35826.1.S1_at	mTERF	--	--	--	-1.0210543	1.0103878	1.0067167	1.0067167	-1.0046276	-1.0046276	-1.0012456	-1.0700060	1.0040615	1.0189693	-1.0011283	-1.0033461	-1.0182226	-1.0243611	-1.0227138	1.0098455	1.0062711	-1.0003256
LOC_Os02g07450	Os.10876.1.S1_at	CCAAT	Salinity;Drought	--	--	1.0981748	-1.4667894	1.1825645	1.1825645	1.2672848	1.2672848	1.2601281	2.3369517	1.4799694	-1.4835180	1.3945576	-1.3729900	1.6382935	1.1155174	1.5167456	-1.2644898	1.2008526	2.4052026
LOC_Os07g48260	Os.11321.1.S1_at	WRKY	Salinity;Drought	FT912934;AG210296;AG209306;AG206442	AG021322	-2.0436773	-3.8998756	-3.6220076	-3.6220076	-1.2650245	-1.2650245	-1.0825193	-2.4233317	-2.8719240	2.1375632	-4.9309100	-4.9570184	-1.0399721	-1.9626490	2.5770670	-25.1530480	-6.8348813	-1.5425769
LOC_Os01g63160	Os.30620.1.S1_at	MYB	Drought	--	--	-1.8746923	-1.6082014	1.2448142	1.2448142	-1.5251409	-1.5251409	1.2593320	1.3657906	1.1197455	1.7716005	1.5783931	1.1709862	-3.3204467	-1.4275403	-1.4054130	1.5275067	-2.6433084	1.0725003
LOC_Os03g43840	Os.48042.1.S1_at	LSD	Drought	--	--	1.1228108	1.1702936	-1.2620622	-1.2620622	-1.0784847	-1.0784847	1.0480458	1.6626679	-1.1197660	-1.7669367	-1.3334785	-2.0635478	1.2821746	1.9997352	-1.4054254	1.5017257	-1.3091048	1.0435175
LOC_Os11g06170	Os.53732.1.S1_a_at	bZIP	Salinity;Drought	--	--	1.7977887	1.5505506	-1.0910863	-1.0910863	-1.2498689	-1.2498689	-1.2356919	2.9638908	1.0063908	-3.7057707	-1.1992153	1.1963740	1.1573075	1.1438092	-1.2705694	-1.2122355	-1.1059269	1.0336540
LOC_Os12g06640	Os.10361.1.S1_at	Trihelix	Salinity	--	--	-1.3123165	-2.6642883	1.4475577	1.4475577	1.1794605	1.1794605	-1.0215374	1.3967525	-1.0364956	1.4080136	-1.5789965	-1.3641235	1.3199428	1.1784757	1.0140170	-1.2545661	1.4912788	1.2225730
LOC_Os05g34110	Os.21034.1.S1_at	G2-like	Drought	--	--	1.5659741	1.4791563	1.3128234	1.3128234	1.4652145	1.4652145	1.2802523	1.3078846	1.1350905	-2.2276080	1.0607499	-1.0387368	1.0617002	-1.1020936	1.0123745	1.5841400	1.8647145	1.4145948
LOC_Os02g21685	OsAffx.12150.1.S1_at	GRAS	--	--	--	-1.0176046	1.0359005	-1.0171688	-1.0171688	1.0120173	1.0120173	-1.0726954	-1.0451177	-1.0365198	-1.0107123	-1.0069507	-1.0056024	-1.0052054	1.0019072	-1.0174836	1.0430044	1.0095326	1.0033222
LOC_Os04g33870	Os.55125.1.S1_at	OFP	Drought	--	--	1.2531444	1.0649984	1.2542222	1.2542222	1.2398924	1.2398924	1.2355018	1.0501407	1.0939370	-1.0340086	-1.0057806	-1.0204065	-1.0230224	1.0502132	-1.0157320	1.0422540	1.0029533	2.0782495
LOC_Os02g27060	Os.11765.1.S1_at	ARID	Drought	--	--	-1.3092594	-1.8056068	-1.1221948	-1.1221948	1.1742132	1.1742132	-1.3181913	1.8325983	-1.0072628	1.3345917	-1.0385387	-1.8216453	-2.9576860	-1.6221914	-3.0325994	2.9355578	1.8317798	1.8765106
LOC_Os01g50940	Os.46956.1.S1_at	bHLH	Salinity;Drought	--	--	7.2679810	1.3419390	-1.0221528	-1.0221528	1.5802149	1.5802149	3.5565298	3.8806705	-1.9460601	-46.7113270	1.1067975	-1.0431172	-1.0269712	-1.6105944	-1.2900876	-2.3403292	-1.4891968	1.4480797
LOC_Os03g58350	Os.26512.1.S1_at	AUX/IAA	Salinity;Drought	CU322327	--	-2.7940920	-3.0864508	1.1732980	1.1732980	-1.3966662	-1.3966662	-1.4586320	-1.1656553	1.7047356	4.6176696	1.0152250	1.0011916	-1.1173360	2.2277150	-1.0606598	1.0050597	-1.0264158	1.4865235
LOC_Os11g43740	OsAffx.19355.1.S1_at	MADS	--	--	--	-1.0873253	1.0319985	-1.0197061	-1.0197061	-1.0093505	-1.0093505	-1.0061674	-1.0785153	-1.0564749	1.0906023	-1.0047127	-1.0056173	-1.0069356	-1.0079616	-1.0165228	-1.1155196	1.0061957	1.0058194
LOC_Os02g56219	Os.47375.1.S1_s_at	GNAT	Salinity;Drought	CU316329	--	-1.2363518	-3.7697592	1.2040739	1.2040739	1.2232649	1.2232649	1.3507534	-1.0794723	1.5018544	1.6374497	1.4644241	2.2131698	-1.7692870	-1.4957031	1.5650295	3.5007017	7.3142760	1.1235769
LOC_Os02g06910	Os.25597.1.S1_at	ARF	Drought	FT881608	--	1.0170078	-1.1475077	-1.1447526	-1.1447526	1.2121185	1.2121185	1.0632644	-1.4450688	1.1738062	1.2778131	1.2233375	1.9359452	-1.1652544	-3.7116170	-1.0080853	-1.7381326	-1.4751118	-1.5205718
LOC_Os12g18120	Os.14312.1.S1_at	C3H	Salinity	--	--	1.1086632	-2.5694745	-1.2297410	-1.2297410	-1.3322492	-1.3322492	-1.2572984	9.3167400	-1.0863166	-1.3455403	-1.6225839	-1.1579461	1.6395388	1.2501402	1.0637317	-1.1025534	-1.5179877	1.1650980
LOC_Os02g49560	OsAffx.12566.1.S1_at	bZIP	Drought	--	AG209526	-1.2591326	1.0374814	1.0019518	1.0019518	-1.0021348	-1.0021348	-1.0039669	-1.1689589	-1.0028921	1.2582451	-1.0034195	1.0000310	-1.0215794	-1.0139327	-1.0222008	1.0828525	1.0102891	-2.4723701
LOC_Os04g52020	Os.14486.1.S1_at	PHD	Salinity;Drought	--	--	1.0325037	-2.8487623	-1.1664115	-1.1664115	-1.1363593	-1.1363593	-1.1679138	2.0189412	-1.0309376	-1.2089852	1.1035110	1.0417330	1.4963936	2.1997000	1.2467272	1.0908809	1.2825795	-1.0843811
LOC_Os02g18660	Os.6598.1.S1_at	GeBP	Drought	--	--	-1.5581512	-1.3364617	1.1308483	1.1308483	1.3308674	1.3308674	1.4285380	-1.5348661	1.5825541	1.8950806	-1.0896783	1.0586596	-1.0452970	-1.3286161	1.3921748	-1.0202762	1.6716175	3.4879968
LOC_Os10g28330	OsAffx.30568.1.S1_at	C2H2	--	--	--	-1.0112976	-1.0068989	-1.0006763	-1.0006763	1.0004746	1.0004746	-1.0034860	-1.0963255	-1.0055743	1.0073030	-1.0019014	-1.0092177	-1.0062995	1.0029103	-1.0045465	1.0062517	1.0038561	1.0019139
LOC_Os05g07120	Os.56950.1.S1_at	bHLH	Salinity;Drought	--	--	34.1502080	1.0169998	-1.0882640	-1.0882640	1.3736069	1.3736069	-1.0004941	-1.3826519	-1.3037934	-18.1006010	-1.0119144	-1.0182177	-1.0357602	-1.0066155	-1.0066677	1.3821942	-1.0557677	1.0094059
LOC_Os02g52960	Os.16651.1.S2_at	PHD	Drought	--	--	1.0992742	1.0803655	-1.1881628	-1.1881628	1.0284648	1.0284648	1.0550171	1.2604014	1.2771244	-1.1998057	1.1619576	1.5319307	1.6227831	2.4587162	1.6042289	1.3538125	1.3547707	-1.1400613
LOC_Os03g51870	Os.16055.1.S1_at	FHA	Salinity;Drought	AG022992	--	-1.0738568	-2.2077067	1.3044828	1.3044828	1.0584918	1.0584918	-1.0926116	1.3345878	-1.0505980	-1.3026435	3.0915363	3.1978955	1.1307839	31.8002740	3.0437336	-1.8149196	-1.6892035	-1.3833232
